date,new_cases,new_deaths,total_cases,total_deaths
8/06/2022,0,0,8915145,12998
8/07/2022,259334,603,9174479,13601
8/08/2022,0,0,9174479,13601
8/09/2022,0,0,9174479,13601
8/10/2022,0,0,9174479,13601
8/11/2022,0,0,9174479,13601
8/12/2022,0,0,9174479,13601
13/08/2022,0,0,9174479,13601
14/08/2022,200397,526,9374876,14127
15/08/2022,0,0,9374876,14127
16/08/2022,0,0,9374876,14127
17/08/2022,0,0,9374876,14127
18/08/2022,0,0,9374876,14127
19/08/2022,0,0,9374876,14127
20/08/2022,0,0,9374876,14127
21/08/2022,139178,375,9514054,14502
22/08/2022,0,0,9514054,14502
23/08/2022,0,0,9514054,14502
24/08/2022,0,0,9514054,14502
25/08/2022,0,0,9514054,14502
26/08/2022,0,0,9514054,14502
27/08/2022,0,0,9514054,14502
28/08/2022,103184,329,9617238,14831
29/08/2022,0,0,9617238,14831
30/08/2022,0,0,9617238,14831
31/08/2022,0,0,9617238,14831
9/01/2022,0,0,9617238,14831
9/02/2022,0,0,9617238,14831
9/03/2022,0,0,9617238,14831
9/04/2022,79985,240,9697223,15071
9/05/2022,0,0,9697223,15071
9/06/2022,0,0,9697223,15071
9/07/2022,0,0,9697223,15071
9/08/2022,0,0,9697223,15071
9/09/2022,0,0,9697223,15071
9/10/2022,0,0,9697223,15071
9/11/2022,63392,214,9760615,15285
9/12/2022,0,0,9760615,15285
13/09/2022,0,0,9760615,15285
14/09/2022,0,0,9760615,15285
15/09/2022,0,0,9760615,15285
16/09/2022,0,0,9760615,15285
17/09/2022,0,0,9760615,15285
18/09/2022,51273,184,9811888,15469
19/09/2022,0,0,9811888,15469
20/09/2022,0,0,9811888,15469
21/09/2022,0,0,9811888,15469
22/09/2022,0,0,9811888,15469
23/09/2022,0,0,9811888,15469
24/09/2022,0,0,9811888,15469
25/09/2022,43401,147,9855289,15616
26/09/2022,0,0,9855289,15616
27/09/2022,0,0,9855289,15616
28/09/2022,0,0,9855289,15616
29/09/2022,0,0,9855289,15616
30/09/2022,0,0,9855289,15616
10/01/2022,0,0,9855289,15616
10/02/2022,37578,113,9892867,15729
10/03/2022,0,0,9892867,15729
10/04/2022,0,0,9892867,15729
10/05/2022,0,0,9892867,15729
10/06/2022,0,0,9892867,15729
10/07/2022,0,0,9892867,15729
10/08/2022,0,0,9892867,15729
10/09/2022,38674,102,9931541,15831
10/10/2022,0,0,9931541,15831
10/11/2022,0,0,9931541,15831
10/12/2022,0,0,9931541,15831
13/10/2022,0,0,9931541,15831
14/10/2022,0,0,9931541,15831
15/10/2022,0,0,9931541,15831
16/10/2022,31327,74,9962868,15905
17/10/2022,0,0,9962868,15905
18/10/2022,0,0,9962868,15905
19/10/2022,0,0,9962868,15905
20/10/2022,0,0,9962868,15905
21/10/2022,0,0,9962868,15905
22/10/2022,0,0,9962868,15905
23/10/2022,29620,103,9992488,16008
24/10/2022,0,0,9992488,16008
25/10/2022,0,0,9992488,16008
26/10/2022,0,0,9992488,16008
27/10/2022,0,0,9992488,16008
28/10/2022,0,0,9992488,16008
29/10/2022,0,0,9992488,16008
30/10/2022,30363,85,10022851,16093
31/10/2022,0,0,10022851,16093
11/01/2022,0,0,10022851,16093
11/02/2022,0,0,10022851,16093
11/03/2022,0,0,10022851,16093
11/04/2022,0,0,10022851,16093
11/05/2022,0,0,10022851,16093
11/06/2022,35763,111,10058614,16204
11/07/2022,0,0,10058614,16204
11/08/2022,0,0,10058614,16204
11/09/2022,0,0,10058614,16204
11/10/2022,0,0,10058614,16204
11/11/2022,0,0,10058614,16204
11/12/2022,0,0,10058614,16204
13/11/2022,52310,116,10110924,16320
14/11/2022,0,0,10110924,16320
15/11/2022,0,0,10110924,16320
16/11/2022,0,0,10110924,16320
17/11/2022,0,0,10110924,16320
18/11/2022,0,0,10110924,16320
19/11/2022,0,0,10110924,16320
20/11/2022,73573,154,10184497,16474
21/11/2022,0,0,10184497,16474
22/11/2022,0,0,10184497,16474
23/11/2022,0,0,10184497,16474
24/11/2022,0,0,10184497,16474
25/11/2022,0,0,10184497,16474
26/11/2022,0,0,10184497,16474
27/11/2022,83407,178,10267904,16652
28/11/2022,0,0,10267904,16652
29/11/2022,0,0,10267904,16652
30/11/2022,0,0,10267904,16652
12/01/2022,0,0,10267904,16652
12/02/2022,0,0,10267904,16652
12/03/2022,0,0,10267904,16652
12/04/2022,97897,259,10365801,16911
12/05/2022,0,0,10365801,16911
12/06/2022,0,0,10365801,16911
12/07/2022,0,0,10365801,16911
12/08/2022,0,0,10365801,16911
12/09/2022,0,0,10365801,16911
12/10/2022,0,0,10365801,16911
12/11/2022,107902,272,10473703,17183
12/12/2022,0,0,10473703,17183
13/12/2022,0,0,10473703,17183
14/12/2022,0,0,10473703,17183
15/12/2022,0,0,10473703,17183
16/12/2022,0,0,10473703,17183
17/12/2022,0,0,10473703,17183
18/12/2022,112016,299,10585719,17482
19/12/2022,0,0,10585719,17482
20/12/2022,0,0,10585719,17482
21/12/2022,0,0,10585719,17482
22/12/2022,0,0,10585719,17482
23/12/2022,0,0,10585719,17482
24/12/2022,0,0,10585719,17482
25/12/2022,108322,334,10694041,17816
26/12/2022,0,0,10694041,17816
27/12/2022,0,0,10694041,17816
28/12/2022,0,0,10694041,17816
29/12/2022,0,0,10694041,17816
30/12/2022,0,0,10694041,17816
31/12/2022,0,0,10694041,17816
